Formula,Tc,Materials_family
Y1Ba2Cu2.7In0.3O6.9,90,cuprate
Y1Ba2Cu2.85Ag0.15O7,90,cuprate
Y1Ba2Cu2.9955Zn0.0045O6.95,90,cuprate
Y1Ba2Cu2.9Sn0.1O7.28,90,cuprate
Y1Ba2Cu3O6.869,90,cuprate
Y1Ba2Cu3S0.03O7.12,90,cuprate
Y1Re0.15Ba2Cu2.85O7.13,90,cuprate
Y1Re0.1Ba2Cu2.9O7.08,90,cuprate
Y2La0.1Ba3.9Cu6O13.94,90,cuprate
Bi2Sr2.2Ca0.8Cu2O8,89.9,cuprate
Y0.985Ca0.015Ba2Cu3O6.98,89.9,cuprate
Y0.9Cd0.1Ba2Cu3O7,89.9,cuprate
Yb0.8Lu0.2Ba2Cu3O6.94,89.9,cuprate
Tm1Ba2Cu3O6.94,89.88,cuprate
Tm1Ba2Cu3O6.96,89.88,cuprate
Bi2Sr2Ca0.8Gd0.2Cu2O8.26,89.8,cuprate
Tm1Ba2Cu3O6.99,89.8,cuprate
Y1Ba2Cu2.98Zr0.2O6.75,89.8,cuprate
Y1Ba2Cu3O6.887,89.8,cuprate
Y1La0.2Ba1.8Cu3O7.46,89.8,cuprate
Y1La0.2Ba1.8Cu3O7.77,89.8,cuprate
Sm1.05Ba1.95Cu3O6.87,89.75,cuprate
Lu0.85Pr0.15Ba2Cu3O7,89.7,cuprate
Yb0.6Lu0.4Ba2Cu3O6.92,89.7,cuprate
Y1Ba1.95La0.05Cu3O6.98,89.65,cuprate
La1Ba2Cu3O7,89.6,cuprate
Y1Ba1.75Sr0.25Cu3O6.928,89.6,cuprate
Y1La0.2Ba1.8Cu3O7.57,89.6,cuprate
Y1Ba2Cu3O6.98,89.5125,cuprate
Y0.95Pr0.05Ba2Cu3O6.96,89.5,cuprate
Y0.984Ca0.016Ba2Cu3O6.986,89.5,cuprate
Y1Ba2Cu3F0.15O6.7,89.5,cuprate
Y1Ba2Cu3O7.01,89.5,cuprate
Y1Ba2Cu3S1O6,89.5,cuprate
Yb0.995Pr0.05Ba2Cu3O6.97,89.5,cuprate
Yb1Ba2Cu3O6.93,89.5,cuprate
Tm1Ba2Cu3O6.95,89.465,cuprate
Bi2Sr2Ca0.75Y0.25Cu2O8,89.4,cuprate
Gd1Ba1.98Cu3.05O7,89.4,cuprate
Y0.95K0.05Ba2Cu3O6.6,89.4,cuprate
Y1Ba1.86La0.14Cu3O6.98,89.4,cuprate
Bi2Sr2Ca1Cu2O8.19,89.266667,cuprate
Bi2Sr2Ca0.8Nd0.2Cu2O8.26,89.25,cuprate
Bi2Sr1.8Ca1Dy0.2Cu2O8.26,89.2,cuprate
Y1Ba2Cu2.982Zn0.018O6.9,89.2,cuprate
Y1Ba2Cu3Li0.08O7,89.2,cuprate
Y1Ba2Cu3O6.852,89.2,cuprate
Bi2Sr2Ca1Cu2O8.16,89.125,cuprate
Bi2Sr1.6Ca1.2Y0.2Cu2O8.26,89.1,cuprate
Bi2Sr2Ca1Cu2O8.291,89.1,cuprate
Hg1Ba2Cu1O4.108,89.1,cuprate
Y0.8Ca0.2Ba2Cu2.8Al0.2O6.88,89.1,cuprate
Y1La0.2Ba1.8Cu3O7.36,89.1,cuprate
Y1La0.2Ba1.8Cu3O7.74,89.1,cuprate
Yb0.95Pr0.05Ba2Cu3O6.9,89.1,cuprate
Y1Ba2Cu3O6.88,89.025,cuprate
Bi2Sr1.6Y0.1Ca1.3Cu2O8.23,89,cuprate
Bi2Sr2Ca0.9Y0.1Cu2O8.2,89,cuprate
Bi2Sr2Ca1Cu2O8.224,89,cuprate
Er2Ba4Cu7O14.92,89,cuprate
Ge0.3Cu4Sr2Ca2.9Y0.1O11.1,89,cuprate
Hg0.9W0.1Ba2Cu1O4.2,89,cuprate
Hg1Ba2Cu1O4.058,89,cuprate
Nd1Ba2Cu3O6.95,89,cuprate
Y1Ba1.5Sr0.5Cu3O6.96,89,cuprate
Y1Ba1.8Sr0.2Cu3O6.98,89,cuprate
Y1Ba1.9Cu2.9Co0.1O7.02,89,cuprate
Y1Ba1.9Sr0.1Cu3O6.89,89,cuprate
Y1Ba2Cu3O6.995,89,cuprate
Y1Ba2Cu3O7.19,89,cuprate
Y1Ba2Cu3S0.06O7.23,89,cuprate
Y1Ba2Cu3S0.12O7.28,89,cuprate
Y2Ba4Cu7O15.09,89,cuprate
Yb0.925Pr0.075Ba2Cu3O6.97,89,cuprate
Y1Ba1.9Sc0.1Cu3O6.55,88.95,cuprate
Y1Ba2Cu3Li0.1O7,88.91,cuprate
Bi2Sr1.8Ca1Eu0.2Cu2O8.25,88.9,cuprate
Bi2Sr1.8Ca1Gd0.2Cu2O8.26,88.9,cuprate
Y0.85Ca0.15Ba2Cu4O8,88.9,cuprate
Hg1Ba2Cu1O4.27,88.85,cuprate
Y1Ba1.8La0.2Cu3O7.03,88.85,cuprate
Y1Ba1.8Sc0.2Cu3O6.64,88.8,cuprate
Y0.7Ca0.3Ba2Cu3O6.87,88.7,cuprate
Y1Ba2Cu2.95Fe0.05O6.9,88.7,cuprate
Y1Ba2Cu3O6.82,88.65,cuprate
Bi2Sr1.6Ca1.2Lu0.2Cu2O8.26,88.6,cuprate
Y0.9Ca0.1Ba2Cu3O6.9,88.6,cuprate
Hg1Ba2Cu1O4.066,88.5,cuprate
Sm1.05Ba1.95Cu3O6.99,88.5,cuprate
Y0.88Ca0.12Ba2Cu4O8,88.5,cuprate
Y1Ba1.6Sr0.4Cu3O6.8,88.5,cuprate
Y1Ba2Cu2.97Ni0.03O6.94,88.5,cuprate
Y1Ba2Cu3O6.965,88.5,cuprate
Yb0.9Pr0.1Ba2Cu3O6.97,88.5,cuprate
Bi2Sr2Ca0.8La0.2Cu2O8.26,88.45,cuprate
Yb1Ba2Cu3O6.95,88.4,cuprate
Bi2Sr1.6Ca1.2Yb0.2Cu2O8.26,88.3,cuprate
Bi2Ca1Sr2Cu2O8,88.25,cuprate
Lu1Ba2Cu3O7,88.24,cuprate
Y0.75Ca0.25Ba2Cu2.75Al0.25O6.86,88.2,cuprate
Y0.95Ca0.05Ba2Cu3O6.94,88.2,cuprate
Sm1Ba2Cu3O6.927,88.1,cuprate
Y0.9Pr0.1Ba2Cu3O6.97,88.1,cuprate
Y1La0.2Ba1.8Cu3O7.64,88.1,cuprate
Bi2Sr1.6Ca1.2Dy0.2Cu2O8.26,88,cuprate
Bi2Sr2Ca0.75Pr0.25Cu2O8,88,cuprate
Dy1Ba2Cu2.98Fe0.02O6.88,88,cuprate
Er1Ba2Cu2.97Fe0.03O6.94,88,cuprate
Er1Ba2Cu3O6.935,88,cuprate
Hg1Ba2Cu1O4.16,88,cuprate
Sr1.68Ba0.32Cu1O3.4,88,cuprate
Tl1.75Cd0.25Ba2Cu1O6,88,cuprate
Tl1Sr1.5Eu0.5Ca1Cu2O7,88,cuprate
Tl1Sr1.5Nd0.5Ca1Cu2O7,88,cuprate
Tl1Sr1.5Pr0.5Ca1Cu2O7,88,cuprate
Tm2Ba4Cu7O14.732,88,cuprate
Y0.95Ca0.05Ba2Cu2.95Co0.05O6.96,88,cuprate
Y0.95Ca0.05Ba2Cu3O6.79,88,cuprate
Y0.95Pr0.05Ba2Cu3O6.965,88,cuprate
Y0.9Ca0.1Ba2Cu2.9Co0.1O6.95,88,cuprate
Y1Ba2Cu2.95Al0.05O7,88,cuprate
Y1Ba2Cu2.95Ga0.05O6.69,88,cuprate
Y1Ba2Cu2.9907Zn0.0093O6.95,88,cuprate
Y1Ba2Cu2.9925Zn0.0075O6.92,88,cuprate
Y1Ba2Cu3H0.08O7,88,cuprate
Y1Ba2Cu3O6.828,88,cuprate
Y1Re0.05Ba2Cu2.95O6.94,88,cuprate
Y2Ba4Cu7O14.98,88,cuprate
Yb0.9Pr0.1Ba2Cu3O6.92,88,cuprate
Yb1Ba2Cu3O6.97,88,cuprate
Y1Ba2Cu2.94Ga0.06O7,87.99,cuprate
Tm0.9Pr0.1Ba2Cu3O6.95,87.9,cuprate
Y1La0.2Ba1.8Cu3O7.62,87.9,cuprate
Bi2Sr1.8Ca1La0.2Cu2O8.27,87.8,cuprate
Bi2Sr2Ca0.8Y0.2Cu2O8.2,87.8,cuprate
Sm1Ba2Cu3O6.773,87.8,cuprate
Tl2Ba2Cu1O6.12,87.8,cuprate
Y0.8Ca0.2Ba2Cu4O8,87.8,cuprate
Bi2Sr1.8Ca1Nd0.2Cu2O8.26,87.7,cuprate
Y1Ba2Cu2.82Fe0.18O6.895,87.7,cuprate
Nd1.1Ba1.9Cu3O6.96,87.6,cuprate
Y1Ba1.5Sr0.5Cu3O6.938,87.6,cuprate
Bi2Sr2Ca0.9Y0.1Cu2O8.23,87.5,cuprate
Bi2Sr2Ca1Cu2O8.293,87.5,cuprate
Hg0.76Tl0.76Ba1Cu1O4.5,87.5,cuprate
Y1Ba2Cu2.8Cr0.2O7,87.5,cuprate
Y1Ba2Cu2.94Fe0.06O6.89,87.5,cuprate
Y1Ba2Cu2.98Ni0.02O6.95,87.5,cuprate
Y1Ba2Cu3O6.858,87.4,cuprate
Y0.9Ca0.1Ba2Cu4O8,87.357143,cuprate
Hg0.9Re0.1Ba2Cu1O4.33,87.2,cuprate
Tm1Ba2Cu3O6.86,87.2,cuprate
Bi2Sr1.6Ca1.2Eu0.2Cu2O8.26,87.1,cuprate
Bi2Sr1.6Ca1.2Gd0.2Cu2O8.26,87.1,cuprate
Dy1Ba1.97Cu3.06O7,87.1,cuprate
Y0.981Ba1.994Ca0.025Cu4O8,87.1,cuprate
Ba2Ca1Cu2F1.8O4.2,87,cuprate
Bi1.6Pb0.4Sr1.8Ca1Nd0.2Cu2O8.11,87,cuprate
Bi1.6Pb0.4Sr2Ca0.8Nd0.2Cu2O8.16,87,cuprate
Bi1.8Pb0.2Sr2Ca0.8Nd0.2Cu2O8.21,87,cuprate
Bi2Sr2Ca0.9Er0.1Cu2O8,87,cuprate
Ho0.7Ca0.3Ba2Cu4O8,87,cuprate
Ho0.85Ca0.15Ba2Cu4O8,87,cuprate
Ho0.8Ca0.2Ba2Cu4O8,87,cuprate
Ho0.9Ca0.1Ba2Cu4O8,87,cuprate
Sm1Ba2Cu3O7.01,87,cuprate
Tl1Sr2Ca0.1Y0.9Cu2O6.97,87,cuprate
Tl1Sr2Ca0.6Y0.4Cu2O6.86,87,cuprate
Tl1Sr2Ca0.7Y0.3Cu2O6.84,87,cuprate
Tl2Ba2Cu1O5.876,87,cuprate
Y0.3Cd0.7Ba2Cu3O7,87,cuprate
Y0.88Ca0.12Ba2Cu2.88Co0.12O6.78,87,cuprate
Y0.8Pr0.05Ca0.15Ba2Cu3O6.83,87,cuprate
Y0.8Sc0.2Ba2Cu4O8,87,cuprate
Y0.98Ca0.02Ba2Cu4O8,87,cuprate
Y0.9Ca0.1Ba1.8La0.2Cu3O6.97,87,cuprate
Y1Ba2Cu2.9Fe0.1O7.293,87,cuprate
Y2Ba4Cu7O15.03,87,cuprate
Yb0.9Ca0.1Ba1.8Sr0.2Cu4O8,87,cuprate
Yb1Ba2Cu3O6.71,87,cuprate
Gd0.95Hf0.05Ba2Cu3O6.91,86.9,cuprate
Y1Ba2Cu3O6.791,86.9,cuprate
Gd1Ba1.95Pr0.05Cu3O7.03,86.8,cuprate
Lu0.8Pr0.2Ba2Cu3O7,86.8,cuprate
Y0.97Ca0.03Ba2Cu3O6.97,86.7,cuprate
Bi2Sr2Ca1Cu2I0.03O8.21,86.6,cuprate
Y1Cu2.99Zn0.01O7,86.6,cuprate
Y1Ba2Cu2.99Zn0.01O7,86.5,cuprate
Y1Ba2Cu3H0.6O6.91,86.5,cuprate
Yb0.85Pr0.15Ba2Cu3O6.97,86.5,cuprate
Bi2Sr2Ca1Cu2O8.11,86.45,cuprate
Dy1Ba1.5Sr0.5Cu3O6.9,86.3,cuprate
Gd0.65Ca0.2Hf0.15Ba2Cu3O6.96,86.3,cuprate
Gd0.7Ca0.15Mo0.15Ba2Cu3O6.716,86.3,cuprate
Y0.925Ca0.075Ba2Cu3O6.93,86.3,cuprate
Y1Ba1.5Sr0.5Cu3O6.9,86.3,cuprate
Y1Ba1.5Sr0.5Cu3O6.91,86.3,cuprate
Y1Ba2Cu2.94Ni0.06O6.9,86.3,cuprate
Y0.93Ca0.07Ba2Cu4O8,86.25,cuprate
Y1Ba2Cu2.92Fe0.08O7,86.2,cuprate
Y1Ba2Cu2.955Ni0.045O6.95,86.2,cuprate
Bi4Sr3Ca1.5Y1.5Cu4O16,86.1,cuprate
Nd0.95Ca0.025Pr0.025Ba2Cu3O6.95,86.1,cuprate
Tl1Ba2Ca0.9Y0.1Cu2O7,86.1,cuprate
Bi1.8Pb0.2Sr1.8Ca1Nd0.2Cu2O8.2,86,cuprate
Bi2Sr1.6Ca1.2La0.2Cu2O8.27,86,cuprate
Bi2Sr1.6Ca1.2Nd0.2Cu2O8.26,86,cuprate
Bi2Sr2Ca0.7Y0.3Cu2O8.3,86,cuprate
Bi2Sr2Ca0.8Y0.2Cu2O8.34,86,cuprate
Bi2Sr2Ca1Cu2O8.248,86,cuprate
Dy1Ba2Cu3O6.879,86,cuprate
Er0.95Ca0.05Ba2Cu3O6.935,86,cuprate
Er0.95Hf0.05Ba2Cu3O6.938,86,cuprate
Er1Ba2Cu2.9Ga0.1O6.78,86,cuprate
Gd1Ba1Sr1Cu3O6.94,86,cuprate
Nd1Ba1.6Sr0.4Cu3O6.94,86,cuprate
Sr2Nd0.2Ca0.8Cu2F1O5,86,cuprate
Tl0.76Ba1Cu1O4.5,86,cuprate
Tl1Sr1.5Sm0.5Ca1Cu2O7,86,cuprate
Tl1Sr2Ca2Cu3O9.4,86,cuprate
Y0.5La0.5Ba2Cu3O7.01,86,cuprate
Y0.76Ca0.24Ba2Cu2.85Co0.15O6.8,86,cuprate
Y0.85Ca0.15Ba2Cu2.85Co0.15O6.97,86,cuprate
Y0.8Ca0.2Ba2Cu2.85Co0.15O6.84,86,cuprate
Y0.9Ca0.1Ba1.9La0.1Cu3O6.95,86,cuprate
Y1Ba1.2Sr0.8Cu3O6.8,86,cuprate
Y1Ba1.4Sr0.6Cu3O6.8,86,cuprate
Y1Ba1.5Sr0.5Cu3O6.98,86,cuprate
Y1Ba1.95La0.05Cu3O6.89,86,cuprate
Y1Ba1.99Cu2.847Ag0.153O6.7,86,cuprate
Y1Ba1Sr1Cu2.9Mo0.1O7.16,86,cuprate
Y1Ba2.01Cu3.11O7,86,cuprate
Y1Ba2Cu2.94Al0.06O6,86,cuprate
Y1Ba2Cu2.985Zn0.015O6.95,86,cuprate
Y1Ba2Cu2.98Ni0.02O6.94,86,cuprate
Y1Ba2Cu3H0.21O7,86,cuprate
Y1Ba2Cu3Li0.3O7,86,cuprate
Y1Ba2Cu4O7.96,86,cuprate
Yb0.9Ca0.1Ba1.6Sr0.4Cu4O8,86,cuprate
Y0.9Pr0.1Ba2Cu3O6.98,85.9,cuprate
Y1Ba1.5Sr0.5Cu3O6.95,85.9,cuprate
Bi4Sr3Ca1.4Y1.6Cu4O16,85.8,cuprate
Sr2Nd0.1Ca0.9Cu2F1O5,85.8,cuprate
Y1Ba2Cu3H0.69O6.91,85.7,cuprate
Bi2Sr2Ca1Cu2O8.17,85.5,cuprate
Bi2Sr2Ca1Cu2O8.27,85.5,cuprate
Gd1Ba1.5Sr0.5Cu3O6.93,85.5,cuprate
Y0.95Pr0.05Ba2Cu3O6.85,85.5,cuprate
Y0.9Ca0.1Ba1.6Sr0.4Cu4O7.8,85.5,cuprate
Y1Ba1.25Sr0.75Cu3O6.928,85.5,cuprate
Y0.9Ca0.1Ba2Cu3O6.87,85.4,cuprate
Y1Ba1.9Ca0.1Cu4O8,85.4,cuprate
Dy1Ba1.4Sr0.6Cu3O6.91,85.2,cuprate
Y0.95Ca0.05Ba2Cu4O8,85.16,cuprate
Nd0.97Pr0.03Ba2Cu3O7,85.1,cuprate
Yb1Ba2Cu2.982Zn0.018O6.9,85.1,cuprate
B1Sr2Ca4Cu5O13,85,cuprate
Bi1.6Pb0.4Sr2Ca0.6Nd0.4Cu2O8.26,85,cuprate
Bi1Pb1Sr2Y0.5Ca0.5Cu2O8,85,cuprate
Bi2Sr2Ca1Cu2O8.196,85,cuprate
Bi8Sr6Ca6Cu9O33.912,85,cuprate
Er1Ba2Cu3O6.67,85,cuprate
Eu1Ba2Cu3S1O6,85,cuprate
Gd1.05Ba1.95Cu3O6.94,85,cuprate
Hg0.8Bi0.2Ba2Cu1O4.2,85,cuprate
Hg1Ba2Cu1O4.28,85,cuprate
Tl1Sr2Ca0.8Y0.2Cu2O6.82,85,cuprate
Y0.4La0.6Ba2Cu3O6.99,85,cuprate
Y0.6La0.4Ba2Cu3O6.92,85,cuprate
Y0.76Ca0.24Ba2Cu2.76Co0.24O6.84,85,cuprate
Y0.9Pr0.1Ba2Cu3O6.965,85,cuprate
Y1Ba1.9Ca0.1Cu3O6.84,85,cuprate
Y1Ba1Sr1Cu2.95Mo0.05O7.07,85,cuprate
Y1Ba2Cu2.84Fe0.16O7.303,85,cuprate
Y1Ba2Cu2.8Al0.2O6.91,85,cuprate
Y1Ba2Cu2.94Fe0.06O6.85,85,cuprate
Y1Ba2Cu2.94Fe0.06O6.929,85,cuprate
Y1Ba2Cu2.94Ni0.06O6.97,85,cuprate
Y1Ba2Cu2.94Ni0.06O7.01,85,cuprate
Y1Ba2Cu2.95Ni0.05O6.94,85,cuprate
Y1Ba2Cu2.98Zn0.02O7,85,cuprate
Y1Ba2Cu2.9Al0.1O7.1,85,cuprate
Yb0.9Ca0.1Ba1.4Sr0.6Cu4O8,85,cuprate
Tm0.95Ca0.05Ba2Cu4O8,84.8,cuprate
Y1Ba2Cu3O6.838,84.8,cuprate
Y1Ba2Cu3O6.937,84.8,cuprate
Dy1Ba1.2Sr0.8Cu3O6.9,84.7,cuprate
Er0.6Ca0.25Hf0.15Ba2Cu3O7.02,84.7,cuprate
Hg1.4Tl0.6Ba2Y0.6Ca0.4Cu2O7.78,84.6,cuprate
Y0.85Ca0.05Pr0.1Ba2Cu3O6.95,84.6,cuprate
Er0.82Ca0.18Ba2Cu2.82Co0.18O6.71,84.5,cuprate
Nd0.9Ca0.1Ba2Cu3O6.63,84.5,cuprate
Tl0.5Pb0.5Ca1Sr2Cu2O7,84.5,cuprate
Y1Ba1.3Sr0.7Cu3O6.98,84.5,cuprate
Bi4Sr4Ca1.5Tm0.5Cu4O16.5,84.3,cuprate
Dy1Ba1.8Sr0.2Cu3O6.89,84.2,cuprate
Gd0.9Hf0.1Ba2Cu3O6.88,84.2,cuprate
Y0.8Ca0.2Ba2Cu3O6.78,84.2,cuprate
Bi1.7Pb0.3Sr2Ca0.92Nd0.08Cu2O8.16,84.11,cuprate
Gd0.65Ca0.2Mo0.15Ba2Cu3O6.818,84.1,cuprate
Y0.8Ca0.2Ba2Cu3O6.8,84.1,cuprate
Y0.9Ca0.1Ba2Cu3O6.8,84.1,cuprate
Y0.9Pr0.1Ba2Cu3O7,84.1,cuprate
Bi1.6Pb0.4Sr2Cu3Ca2O10.11,84,cuprate
Bi2Sr1.3Ca0.7Cu1O6.15,84,cuprate
Bi2Sr2Ca1Cu2O8.234,84,cuprate
Cu3P0.5Sr2Ca1.9Y0.1O9.3,84,cuprate
Cu3P0.5Sr2Ca1.9Y0.1O9.4,84,cuprate
Er0.76Ca0.24Ba2Cu2.76Co0.24O6.92,84,cuprate
Eu1Ba1Sr1Cu3O6.95,84,cuprate
Gd0.922Pr0.078Ba2Cu3O7,84,cuprate
Gd1Ba2Cu3H0.12O6.89,84,cuprate
Hg1.4Tl0.6Ba2Y0.5Ca0.5Cu2O7.74,84,cuprate
Nd0.6Ca0.4Ba0.6La0.4Cu3O6.83,84,cuprate
Sm1Ba2Cu2.98Fe0.02O6.76,84,cuprate
Tl1Sr1.5Tm0.5Ca1Cu2O7,84,cuprate
Tl1Sr1.5Yb0.5Ca1Cu2O7,84,cuprate
Y0.7Ca0.3Ba2Cu2.7Co0.3O6.93,84,cuprate
Y0.8Ca0.2Ba1.8La0.2Cu3O6.94,84,cuprate
Y0.8La0.2Ba2Cu3O6.9,84,cuprate
Y0.9Ca0.1Ba2Cu2.85Co0.15O6.91,84,cuprate
Y1Ba2Cu2.993Zn0.007O7,84,cuprate
Yb0.9Ca0.1Ba1.2Sr0.8Cu4O8,84,cuprate
Bi2Sr2Ca1Cu2I0.1O8.21,83.9,cuprate
Bi4Sr4Ca1.8Tm0.2Cu4O16.38,83.9,cuprate
Bi4Sr4Ca1.9Tm0.1Cu4O16.28,83.9,cuprate
Gd0.7Ca0.15Hf0.15Ba2Cu3O6.93,83.8,cuprate
Y0.85Pr0.05Ca0.1Ba2Cu4O8,83.8,cuprate
Y0.925Ca0.075Ba2Cu4O8,83.8,cuprate
Y1Ba2Cu3Li0.5O7,83.79,cuprate
Y1Ba2Cu2.91Ga0.09O7,83.71,cuprate
Bi2Sr2Ca1Cu2O8.231,83.7,cuprate
Gd0.6Ca0.25Mo0.15Ba2Cu3O6.761,83.7,cuprate
Sm1Ba2Cu3O6.813,83.6,cuprate
Tm1Ba2Cu3O6.87,83.6,cuprate
Y1Ba1Sr1Cu3O6.96,83.5,cuprate
Y1Ba2Cu2.94Ni0.06O6.94,83.5,cuprate
Y0.94Ca0.06Ba2Cu3O6.97,83.4,cuprate
Tm0.93Ca0.07Ba2Cu4O8,83.3,cuprate
Y0.9Ca0.1Ba2Cu3O6.93,83.3,cuprate
Y1Ba1.926Ca0.074Cu4O8,83.3,cuprate
Y1Ba1Sr1Cu3O6.947,83.3,cuprate
Y1Ba2Cu2.095Al0.095O6.81,83.3,cuprate
Er0.95Ca0.05Ba2Cu4O8,83.2,cuprate
Eu1Ba1.93Cu2.92O7,83.2,cuprate
Bi2Sr2Ca0.95Pr0.05Cu2O8,83.15,cuprate
Bi1Pb1Sr2Y0.6Ca0.4Cu2O8,83,cuprate
Bi2.1Sr1.8Ca1Cu1.982Zn0.018O8,83,cuprate
Bi4Sr3Ca2.8Tm0.2Cu4O16.41,83,cuprate
Bi4Sr3Ca3Cu4O16.25,83,cuprate
Dy1Ba1Sr1Cu3O6.93,83,cuprate
Dy1Ba2Cu2.95Ga0.05O6.69,83,cuprate
Dy1Ba2Cu2.98Ni0.02O6.72,83,cuprate
Er1Ba2Cu2.91Fe0.09O6.96,83,cuprate
Eu0.9Pr0.1Ba2Cu3O6.78,83,cuprate
Gd1Ba1Sr1Cu3O6.93,83,cuprate
Hg1Ba2Cu0.97Zn0.03O4.081,83,cuprate
Sm1.15Ba1.85Cu3O7,83,cuprate
Sr2Ca1Cu2.8O7.5,83,cuprate
Y0.6Ca0.4Ba1.4La0.6Cu3O7.07,83,cuprate
Y0.7La0.3Ba2Cu3O6.92,83,cuprate
Y0.83Ca0.02Pr0.15Ba2Cu3O6.95,83,cuprate
Y0.85Ca0.15Ba2Cu3O6.65,83,cuprate
Y0.899Ca0.101Ba2Cu3O6.943,83,cuprate
Y0.95Ca0.05Ba2Cu2.85Co0.15O6.82,83,cuprate
Y0.9Pr0.1Ba2Cu3O6.96,83,cuprate
Y1Ba2Cu2.9775Zn0.0225O6.93,83,cuprate
Er0.85Pr0.15Ba2Cu3O7,82.9,cuprate
Er0.9Hf0.1Ba2Cu3O6.862,82.9,cuprate
Y0.75Ca0.25Ba2Cu4O8,82.9,cuprate
Y1Ba1Sr1Cu3O6.98,82.8,cuprate
Y1Ba2Cu2.975Zn0.025O6.93,82.8,cuprate
Gd0.75Ca0.1Hf0.15Ba2Cu3O6.89,82.7,cuprate
Y0.8Ca0.05Pr0.15Ba2Cu3O6.95,82.7,cuprate
Y0.9Ca0.1Ba2Cu3O6.72,82.6,cuprate
Bi1.7Pb0.3Sr2Ca0.99Nd0.01Cu2O8.03,82.5,cuprate
Er0.9Ca0.1Ba2Cu3O6.93,82.5,cuprate
Nd1Ba2Cu3O7.04,82.5,cuprate
Y0.5Ca0.5Ba1.5La0.5Cu3O6.96,82.5,cuprate
Y0.75Ca0.25Ba2Cu2.75Co0.25O7,82.5,cuprate
Y0.8Ca0.2Ba2Cu2.8Co0.2O6.98,82.5,cuprate
Y1Ba2Cu3O6.795,82.5,cuprate
Bi4Sr4Ca2Cu4O16.25,82.4,cuprate
Gd0.95Mo0.05Ba2Cu3O6.948,82.4,cuprate
Y0.6Ca0.4Ba1.5La0.5Cu3O7.01,82.4,cuprate
Y0.75Ca0.25Ba2Cu2.75Co0.25O6.98,82.4,cuprate
Y0.8Ca0.2Ba2Cu2.75Co0.25O7.01,82.2,cuprate
Ba1.6Sr0.4Yb1Cu3O6.96,82,cuprate
Ba2Ca1Cu2F2O4,82,cuprate
Bi1.6Sr0.4Yb1Cu3O6.999,82,cuprate
Cu3P0.5Sr2Ca2O9.25,82,cuprate
Dy1Ba2Cu2.96Fe0.04O6.89,82,cuprate
Dy1Ba2Cu2.96Ni0.04O6.73,82,cuprate
Er1Ba2Cu2.85Ga0.15O6.69,82,cuprate
Gd1Ba1Sr1Cu3O7,82,cuprate
Gd1Ba2Cu3H0.43O6.89,82,cuprate
Hg1Ba2Cu0.97Zn0.03O4.073,82,cuprate
Hg1Ba2Cu1O4.052,82,cuprate
Hg1Ba2Cu1O4.117,82,cuprate
La1Ba1.87Ca0.13Cu3O6.923,82,cuprate
Nd0.9Ba1.7Sr0.4Cu3O6.666,82,cuprate
Nd1Ba1.8Sr0.2Cu3O6.927,82,cuprate
Sr0.6Ca0.333Cu1O2.15,82,cuprate
Tl1Sr1.5Lu0.5Ca1Cu2O7,82,cuprate
Tl2Ba2Cu1O5.912,82,cuprate
Y0.3La0.7Ba2Cu3O6.98,82,cuprate
Y0.4Ca0.6Ba1.1La0.9Cu3O7.12,82,cuprate
Y0.4Ca0.6Ba1.2La0.8Cu3O7.07,82,cuprate
Y0.4Cu3Ba1.3La0.7O7,82,cuprate
Y0.5Ca0.5Ba1.2La0.8Cu3O7.12,82,cuprate
Y0.5Ca0.5Ba1.5La0.5Cu3O6.94,82,cuprate
Y0.64Ca0.36Ba2Cu2.64Co0.36O6.87,82,cuprate
Y0.6Ca0.4Ba1.3La0.7Cu3O7.12,82,cuprate
Y0.6Ca0.4Ba1.6La0.4Cu3O6.95,82,cuprate
Y0.76Ca0.24Ba2Cu2.94Co0.06O6.81,82,cuprate
Y0.7Ca0.3Ba1.4La0.6Cu3O7.12,82,cuprate
Y0.7Ca0.3Ba1.7La0.3Cu3O6.92,82,cuprate
Y0.7Ca0.3Ba2Cu2.7Co0.3O7.02,82,cuprate
Y0.8Ca0.2Ba2Cu3O6.84,82,cuprate
Y0.95Ca0.05Ba1.6Sr0.4Cu4O7.8,82,cuprate
Y0.95Ca0.05Ba2Cu2.95Ni0.05O6.83,82,cuprate
Y0.9Ca0.1Ba1.7La0.3Cu3O7.04,82,cuprate
Y0.9Ca0.1Ba1.9La0.1Cu3O6.96,82,cuprate
Y0.9Ca0.1Ba2Cu3O6.67,82,cuprate
Y0.9Pr0.1Ba2Cu3O6.82,82,cuprate
Y1Ba0.8Sr1.2Cu3O6.8,82,cuprate
Y1Ba1.4Sr0.6Cu4O7.95,82,cuprate
Y1Ba1.6Sr0.4Cu4O7.95,82,cuprate
Y1Ba1.8Sr0.2Cu4O7.95,82,cuprate
Y1Ba2Cu2.68Fe0.32O7.343,82,cuprate
Y1Ba2Cu2.6Fe0.4O7.401,82,cuprate
Y1Ba2Cu2.89Al0.11O7,82,cuprate
Y1Ba2Cu2.97Ti0.03O6.92,82,cuprate
Y1Ba2Cu4O7.95,82,cuprate
Y1Ca1Ba4Cu5N0.3C0.7O14,82,cuprate
Y2Ba4Cu7O14.92,82,cuprate
Yb0.8Pr0.2Ba2Cu3O6.97,82,cuprate
